question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
Does anyone know of a place to rent a good Canon telephoto lenses (ideally a 400MM) in Kenya for safari?,TGU,TGUOTH,other,place,topographic_point,place,spot,true,true,true,true,flase,1,0,1,0,0,0,0,0,0,0,0,0, artifact book creation object physicalEntity product publication whole work wikicat wikicatBiologyBooks wikicatHoughtonMifflinBooks wikicatPopularScienceBooks wikicatScienceBooks   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
Which tour operators provide basic tented accommodation inside the park with 4x4 jeep safari for the game drives in Maasai Mara National Reserve?,TGU,TGUTOP,which,operator,operator,none,none,true,true,true,true,flase,0,0,4,0,0,0,0,0,0,0,0,0,
Is there a constant sandbank at the ocean in Diani beach?,TTD,TTDSIG,other,sandbank,sandbank,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Has anyone used Scandinavian bus from Nairobi to Dar Es salaam?,TRS,TRSBUS,other,Nairobi,Nairobi,capital_of_Kenya,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat site state tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAfrica wikicatCountyCapitalsInKenya wikicatDistrictsOfKenya wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInNairobiProvince wikicatProvincesOfKenya wikicatProvincialCapitalsInKenya
"Can anyone suggest about rent a car companies, prices in Mombasa?",TRS,TRSRNT,other,company,company,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountyCapitalsInKenya wikicatPopulatedCoastalPlacesInKenya wikicatPopulatedPlacesInCoastProvince wikicatPortCitiesAndTownsOfTheIndianOcean wikicatPortCitiesInAfrica wikicatProvincialCapitalsInKenya
Which companies offer balloon rides around Maasai Mara National Reserve?,TTD,TTDSPO,which,ride,drive,ride,none,true,true,false,false,flase,0,0,4,0,0,0,0,0,0,0,0,0,
Where is the most popular place for nightlife in Nairobi??,ENT,ENTCLB,where,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat site state tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAfrica wikicatCountyCapitalsInKenya wikicatDistrictsOfKenya wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInNairobiProvince wikicatProvincesOfKenya wikicatProvincialCapitalsInKenya
Can anyone suggest a central location to spend a relaxing holiday in Madagascar?,ACM,ACMOTH,other,location,location,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
What are the best national parks in Madagascar that I can cover within 2 weeks?,TTD,TTDSIG,what,park,park,parkland,none,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
Can someone suggest me a place to stay nearby the forello expo centre in Antananarivo?,ACM,ACMOTH,other,Antananarivo,Antananarivo,capital_of_Madagascar,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location village administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAfrica wikicatCitiesInMadagascar wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInAnalamanga wikicatRegionalCapitalsInMadagascar
What are the commonly speaking languages in Madagascar?,TGU,TGUATT,what,language,language,linguistic_communication,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
How reliable are the Air Madagascar flights back to johannesburg?,TRS,TRSAIR,how,flight,flight,none,none,true,true,false,false,flase,1,0,2,0,0,0,0,0,0,0,0,0,
How much currency should I be looking to take during my 2 weeks stay at Madagascar?,TGU,TGUBAN,how,week,week,hebdomad,none,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
What are the average costs per day I should take into account as an mid range traveller?,TGU,TGUAVE,what,cost,cost,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,1,0,0,   abstraction artifact communication creation document letter matter object physicalEntity representation text whole writing writtenCommunication wikicatISOBasicLatinLetters wikicatLatinLetters wikicatVowelLetters
Can I cover snorkeling and whale watching within 4 days at Nosy Bohara?,TTD,TTDSPO,other,day,day,twenty-four_hours,solar_day,true,true,true,true,flase,0,0,0,0,0,0,0,2,0,0,0,0,
Can someone suggest a good places to visit during our honeymoon at Madagascar?,TTD,TTDSIG,other,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
Does anyone know if there are good surf spots around Ifaty?,TTD,TTDSPO,other,Ifaty,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Are there surfboard rental shop in the area?,TGU,TGUOTH,other,area,area,country,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Am I correct in believing that I will need to get a visa before I go for a stay of over 30 days but under 2 months?,TGU,TGUVIS,other,stay,stay,none,none,true,true,true,true,flase,0,0,0,0,0,6,0,2,0,0,0,0,
What are the good restaurants near Saint Lucia Reserve Madagascar?,FOD,FODBAK,what,restaurant,restaurant,eating_house,eating_place,true,true,false,false,flase,4,0,0,0,0,0,0,0,0,0,0,0,
What is the most used currency at Madagascar?,TGU,TGUBAN,what,currency,currency,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
Can anyone recommend any good restaurants in Tana?,FOD,FODBAK,other,Tana,none,none,none,true,true,false,false,flase,0,1,0,0,0,0,0,0,0,0,0,0, administrativeDistrict district geographicalArea location municipality object physicalEntity region urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatMunicipalitiesOfFinnmark wikicatMunicipalitiesOfNorway
Can someone please let me know what is the cell phone reception and WIFI are like in Tsarabanjina lodge after the upgrade?,TGU,TGUTEL,what,upgrade,ascent,acclivity,rise,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0, wgs island land object physicalEntity yagoGeoEntity yagoPermanentlyLocatedEntity wikicatIslandsOfMadagascar
"What would you suggest for a 3-4 day itinerary to explore culture, hiking, wildlife in Madagascar?",TGU,TGUOTH,what,itinerary,path,route,itinerary,true,true,true,true,flase,1,0,0,0,0,0,0,1,0,1,0,0,   dUL q timePeriod year   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
Can you please help me with current costs for food ?,FOD,FODOTH,other,cost,cost,none,none,false,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,
What discount could we hope for approximately if we waited for purchase domestic air tickets at Madagascar?,TRS,TRSAIR,what,ticket,ticket,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfMadagascar wikicatIslandsOfTheIndianOcean wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheUnitedNations wikicatPhysiographicProvinces wikicatStatesAndTerritoriesEstablishedIn
How much it will cost to go from Tana airport to Ampijoroa?,TRS,TRSAIR,how,airport,airport,airdrome,aerodrome,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0, administrativeDistrict district geographicalArea location municipality object physicalEntity region urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatMunicipalitiesOfFinnmark wikicatMunicipalitiesOfNorway
Do I need to book in advance or can I just show up in the morning and there will be enough guides for everyone to visit National parks?,TGU,TGUTOP,how,show,show,demo,exhibit,true,true,false,false,flase,0,0,0,0,0,0,1,0,0,0,0,0,
What are the things we can do for our short holiday stay in Mauritius island?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location abstraction administrativeDistrict amorphousShape attribute country crack district island land location object opening physicalEntity region shape space vent yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEnglish wikicatExtinctVolcanoes wikicatFrench wikicatHotspotVolcanoes wikicatIslandCountries wikicatIslandsOfMauritius wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatVolcanoesOfMauritius
From where can I rent a car in Mauritius?,TRS,TRSRNT,where,car,car,auto,automobile,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location abstraction administrativeDistrict amorphousShape attribute country crack district island land location object opening physicalEntity region shape space vent yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatCountries wikicatCountriesInAfrica wikicatEnglish wikicatExtinctVolcanoes wikicatFrench wikicatHotspotVolcanoes wikicatIslandCountries wikicatIslandsOfMauritius wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatVolcanoesOfMauritius
